Household_repeated_measure_Id	Household_Id	Collection date [EUPATH_0020003]	Anopheles dissected for parity count [EUPATH_0000194]	Anopheles nulliparous count [EUPATH_0000195]	Anopheles parous count [EUPATH_0000196]	Anopheles tested for sporozoites count [EUPATH_0000217]	Bloodfed Anopheles funestus count [EUPATH_0000192]	Bloodfed Anopheles gambiae count [EUPATH_0000193]	Female Anopheles count [EUPATH_0000135]	Female Anopheles funestus count [EUPATH_0000136]	Female Anopheles gambiae count [EUPATH_0000137]	Gravid Anopheles funestus count [EUPATH_0000197]	Gravid Anopheles gambiae count [EUPATH_0000198]	Other female Anopheles species count [EUPATH_0000200]	Sporozoite-pos Anopheles count [EUPATH_0000218]	Unable to assess Anopheles funestus count [EUPATH_0000202]	Unable to assess Anopheles gambiae count [EUPATH_0000203]	Unfed Anopheles funestus count [EUPATH_0000204]	Unfed Anopheles gambiae count [EUPATH_0000205]
hrm_107020201657	h_107020201	2014-10-31	2	0	2	30	0	0	50	1	49	0	2	0	0	0	0	1	47
hrm_107020201658	h_107020201	2014-11-11	6	3	3	30	0	0	50	22	28	5	6	0	0	0	0	17	22
hrm_107020201659	h_107020201	2014-12-05	4	2	2	50	0	0	50	26	24	2	3	0	0	0	0	24	21
hrm_107020201660	h_107020201	2015-02-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201661	h_107020201	2015-02-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201662	h_107020201	2015-03-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201663	h_107020201	2015-04-10	5	1	4	6	0	0	6	0	6	0	1	0	0	0	0	0	5
hrm_107020201664	h_107020201	2015-05-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201665	h_107020201	2015-06-13	4	1	3	40	0	0	40	0	40	0	4	0	0	0	0	0	36
hrm_107020201666	h_107020201	2015-07-10	3	0	3	3	0	0	3	0	3	0	0	0	0	0	0	0	3
hrm_107020201667	h_107020201	2015-08-21	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_107020201668	h_107020201	2015-09-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201669	h_107020201	2015-10-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201670	h_107020201	2015-11-12	12	3	9	13	0	0	13	0	13	0	1	0	0	0	0	0	12
hrm_107020201671	h_107020201	2015-12-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201672	h_107020201	2016-01-15	2	1	1	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_107020201673	h_107020201	2016-02-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201674	h_107020201	2016-03-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201675	h_107020201	2016-04-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201676	h_107020201	2016-05-24	5	0	5	16	0	0	16	0	16	0	3	0	0	0	0	0	13
hrm_107020201677	h_107020201	2016-06-15	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_107020201678	h_107020201	2016-08-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201679	h_107020201	2016-08-03	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_107020201680	h_107020201	2016-09-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201681	h_107020201	2016-10-25	2	1	1	3	0	1	3	0	3	0	0	0	0	0	0	0	2
hrm_107020201682	h_107020201	2016-11-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201683	h_107020201	2016-12-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201684	h_107020201	2017-01-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201685	h_107020201	2017-02-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201686	h_107020201	2017-03-14	3	1	2	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_107020201687	h_107020201	2017-04-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_107020201688	h_107020201	2017-05-20	15	6	9	17	0	1	17	0	17	0	1	0	0	0	0	0	15
hrm_107020201689	h_107020201	2017-06-11	13	5	8	18	0	2	18	0	18	0	0	0	0	0	0	0	16
hrm_108001201621	h_108001201	2011-10-18	0	0	0	50	0	5	155	0	155	0	4	0	0	0	0	0	146
hrm_108001201622	h_108001201	2011-11-21	8	0	8	50	0	0	235	6	229	0	10	0	1	0	0	6	219
hrm_108001201623	h_108001201	2011-12-01	2	0	2	50	0	0	163	0	162	0	17	1	2	0	0	0	145
hrm_108001201624	h_108001201	2012-01-17	2	0	2	33	0	0	33	22	10	8	0	1	1	0	0	14	10
hrm_108001201625	h_108001201	2012-02-01	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
hrm_108001201626	h_108001201	2012-03-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201627	h_108001201	2012-04-12	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_108001201628	h_108001201	2012-05-18	27	5	22	50	0	0	120	1	119	1	3	0	0	0	0	0	116
hrm_108001201629	h_108001201	2012-06-06	8	2	6	50	0	0	213	0	213	0	7	0	1	0	0	0	206
hrm_108001201630	h_108001201	2012-07-09	16	4	12	50	0	0	88	5	83	0	2	0	0	0	0	5	81
hrm_108001201631	h_108001201	2012-07-27	16	1	15	16	0	0	16	0	16	0	0	0	0	0	0	0	16
hrm_108001201632	h_108001201	2012-09-09	4	0	4	5	0	0	5	2	3	0	1	0	0	0	0	2	2
hrm_108001201633	h_108001201	2012-10-30	14	1	13	16	0	0	16	0	16	0	2	0	1	0	0	0	14
hrm_108001201634	h_108001201	2012-11-11	3	0	3	28	0	0	28	1	27	0	1	0	0	0	0	1	26
hrm_108001201635	h_108001201	2012-12-17	0	0	0	50	0	0	59	6	52	0	4	1	1	0	0	6	48
hrm_108001201636	h_108001201	2013-01-16	0	0	0	42	0	0	42	26	16	2	0	0	0	0	0	24	16
hrm_108001201637	h_108001201	2013-01-31	0	0	0	9	0	0	9	9	0	0	0	0	0	0	0	9	0
hrm_108001201638	h_108001201	2013-03-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201639	h_108001201	2013-04-03	5	0	5	50	0	0	74	5	69	0	6	0	0	0	0	5	63
hrm_108001201640	h_108001201	2013-05-14	3	2	1	3	0	0	3	1	2	0	0	0	0	0	0	1	2
hrm_108001201641	h_108001201	2013-05-26	0	0	0	50	0	0	131	19	111	1	1	1	0	0	0	18	110
hrm_108001201642	h_108001201	2013-07-15	6	2	4	34	0	0	34	2	32	2	5	0	0	0	0	0	27
hrm_108001201643	h_108001201	2013-08-25	10	3	7	10	0	0	10	1	9	0	0	0	0	0	0	1	9
hrm_108001201644	h_108001201	2013-09-29	2	0	2	12	0	0	12	0	12	0	2	0	1	0	0	0	10
hrm_108001201645	h_108001201	2013-11-03	0	0	0	18	0	0	18	5	13	1	1	0	1	0	0	4	12
hrm_108001201646	h_108001201	2013-11-18	5	2	3	30	0	0	49	9	40	1	3	0	0	0	0	8	37
hrm_108001201647	h_108001201	2013-12-14	3	0	3	4	0	0	4	2	2	1	0	0	0	0	0	1	2
hrm_108001201648	h_108001201	2014-01-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201649	h_108001201	2014-02-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201650	h_108001201	2014-03-25	7	2	5	24	0	0	24	0	24	0	0	0	0	0	0	0	24
hrm_108001201651	h_108001201	2014-04-20	8	0	8	30	0	0	173	1	172	1	4	0	1	0	0	0	168
hrm_108001201652	h_108001201	2014-05-11	8	3	5	30	0	0	371	4	367	0	4	0	0	0	0	4	363
hrm_108001201653	h_108001201	2014-06-12	0	0	0	30	0	0	50	2	47	1	9	1	0	0	0	1	38
hrm_108001201654	h_108001201	2014-07-12	5	0	5	28	0	0	28	3	25	0	0	0	0	0	0	3	25
hrm_108001201655	h_108001201	2014-08-20	4	1	3	30	0	0	34	3	31	0	0	0	1	0	0	3	31
hrm_108001201656	h_108001201	2014-09-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201657	h_108001201	2014-10-20	3	1	2	3	0	0	3	0	3	0	0	0	0	0	0	0	3
hrm_108001201658	h_108001201	2014-11-11	3	0	3	6	0	0	6	2	4	1	2	0	1	0	0	1	2
hrm_108001201659	h_108001201	2014-12-14	5	0	5	15	0	0	15	4	11	2	1	0	0	0	0	2	10
hrm_108001201660	h_108001201	2015-01-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201661	h_108001201	2015-02-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201662	h_108001201	2015-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201663	h_108001201	2015-04-24	3	1	2	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_108001201664	h_108001201	2015-05-26	0	0	0	50	0	0	50	0	50	0	3	0	0	0	0	0	47
hrm_108001201665	h_108001201	2015-06-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201666	h_108001201	2015-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201667	h_108001201	2015-09-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201668	h_108001201	2015-10-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201669	h_108001201	2015-10-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201670	h_108001201	2015-11-26	3	1	2	3	0	0	3	0	3	0	0	0	0	0	0	0	3
hrm_108001201671	h_108001201	2015-12-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201672	h_108001201	2016-02-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201673	h_108001201	2016-02-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201674	h_108001201	2016-03-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201675	h_108001201	2016-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201676	h_108001201	2016-05-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201677	h_108001201	2016-07-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201678	h_108001201	2016-07-19	3	1	2	3	0	3	3	0	3	0	0	0	0	0	0	0	0
hrm_108001201679	h_108001201	2016-08-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201680	h_108001201	2016-09-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201681	h_108001201	2016-10-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201682	h_108001201	2016-11-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201683	h_108001201	2016-12-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201684	h_108001201	2017-01-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201685	h_108001201	2017-02-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_108001201686	h_108001201	2017-03-03	0	0	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0
hrm_108001201687	h_108001201	2017-04-07	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_108001201688	h_108001201	2017-05-02	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_108001201689	h_108001201	2017-06-06	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_109008701621	h_109008701	2011-10-21	0	0	0	50	0	0	93	0	92	0	1	1	5	0	0	0	91
hrm_109008701622	h_109008701	2011-11-21	0	0	0	50	0	0	163	0	163	0	5	0	3	0	0	0	158
hrm_109008701623	h_109008701	2011-12-03	0	0	0	50	0	1	103	2	101	0	5	0	1	0	0	2	95
hrm_109008701624	h_109008701	2012-02-02	25	0	25	24	0	0	24	15	9	1	0	0	0	0	0	14	9
hrm_109008701625	h_109008701	2012-03-03	0	0	0	50	0	0	63	16	47	0	6	0	0	0	0	16	41
hrm_109008701626	h_109008701	2012-03-28	11	2	9	19	0	0	19	8	11	1	0	0	0	0	0	7	11
hrm_109008701627	h_109008701	2012-04-11	3	0	3	3	0	0	3	0	3	0	0	0	0	0	0	0	3
hrm_109008701628	h_109008701	2012-05-09	10	2	8	10	0	0	10	1	9	0	0	0	0	0	0	1	9
hrm_109008701629	h_109008701	2012-06-02	9	0	9	50	0	0	139	2	137	0	4	0	1	0	0	2	133
hrm_109008701630	h_109008701	2012-07-20	34	7	27	34	0	0	34	5	29	0	0	0	0	0	0	5	29
hrm_109008701631	h_109008701	2012-08-15	2	0	2	19	0	0	19	4	15	1	0	0	1	0	0	3	15
hrm_109008701632	h_109008701	2012-09-04	0	0	0	26	0	0	26	5	21	0	1	0	0	0	0	5	20
hrm_109008701633	h_109008701	2012-10-07	8	0	8	8	0	0	8	0	8	0	0	0	0	0	0	0	8
hrm_109008701634	h_109008701	2012-11-02	23	3	20	27	0	0	27	0	27	0	4	0	0	0	0	0	23
hrm_109008701635	h_109008701	2012-12-13	2	0	2	44	0	0	44	11	33	0	0	0	3	0	0	11	33
hrm_109008701636	h_109008701	2013-01-07	19	6	13	40	0	0	40	13	27	2	2	0	1	0	0	11	25
hrm_109008701637	h_109008701	2013-02-10	6	0	6	29	0	0	29	24	5	1	0	0	1	0	0	23	5
hrm_109008701638	h_109008701	2013-03-06	7	0	7	10	0	0	10	3	7	0	0	0	0	0	0	3	7
hrm_109008701639	h_109008701	2013-04-01	0	0	0	30	0	0	30	8	22	0	2	0	2	0	0	8	20
hrm_109008701640	h_109008701	2013-05-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_109008701641	h_109008701	2013-06-11	7	0	7	50	0	0	84	4	80	1	2	0	0	0	0	3	78
hrm_109008701642	h_109008701	2013-07-28	5	1	4	27	0	0	27	6	21	0	1	0	1	0	0	6	20
hrm_109008701643	h_109008701	2013-08-14	0	0	0	9	0	0	9	5	4	0	0	0	1	0	0	5	4
hrm_109008701644	h_109008701	2013-09-16	4	1	3	4	0	0	4	0	4	0	0	0	0	0	0	0	4
hrm_109008701645	h_109008701	2013-10-18	9	2	7	12	0	1	12	3	9	1	1	0	0	0	0	2	7
hrm_111007302621	h_111007302	2011-10-22	8	1	7	9	0	0	9	2	7	1	0	0	0	0	0	1	7
hrm_111007302622	h_111007302	2011-10-28	0	0	0	23	0	0	23	0	23	0	2	0	1	0	0	0	21
hrm_111007302623	h_111007302	2011-11-25	0	0	0	35	0	0	35	1	33	0	8	1	0	0	0	1	25
hrm_111007302624	h_111007302	2012-01-19	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
hrm_111007302625	h_111007302	2012-02-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302626	h_111007302	2012-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302627	h_111007302	2012-03-31	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111007302628	h_111007302	2012-04-29	7	3	4	7	0	0	7	0	7	0	0	0	0	0	0	0	7
hrm_111007302629	h_111007302	2012-06-01	5	1	4	50	0	0	148	0	148	0	7	0	1	0	0	0	141
hrm_111007302630	h_111007302	2012-07-02	0	0	0	21	0	0	21	0	21	0	2	0	0	0	0	0	19
hrm_111007302631	h_111007302	2012-07-25	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_111007302632	h_111007302	2012-09-04	2	0	2	3	0	0	3	0	3	0	1	0	0	0	0	0	2
hrm_111007302633	h_111007302	2012-10-16	3	0	3	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_111007302634	h_111007302	2012-11-12	5	0	5	5	0	0	5	0	5	0	0	0	0	0	0	0	5
hrm_111007302635	h_111007302	2012-12-10	0	0	0	15	0	0	15	2	13	0	0	0	0	0	0	2	13
hrm_111007302636	h_111007302	2013-01-04	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_111007302637	h_111007302	2013-02-03	1	1	0	2	0	0	2	0	1	0	1	1	0	0	0	0	0
hrm_111007302638	h_111007302	2013-03-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302639	h_111007302	2013-04-06	3	1	2	5	0	0	5	0	5	0	2	0	0	0	0	0	3
hrm_111007302640	h_111007302	2013-05-10	8	0	8	34	0	0	34	5	27	1	0	2	0	0	0	4	27
hrm_111007302641	h_111007302	2013-06-08	0	0	0	42	0	0	42	2	39	0	0	1	0	0	0	2	39
hrm_111007302642	h_111007302	2013-07-04	7	3	4	18	0	0	18	0	18	0	2	0	0	0	0	0	16
hrm_111007302643	h_111007302	2013-08-24	6	1	5	6	0	0	6	0	6	0	0	0	0	0	0	0	6
hrm_111007302644	h_111007302	2013-09-26	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111007302645	h_111007302	2013-10-21	9	3	6	13	0	0	13	0	13	0	4	0	0	0	0	0	9
hrm_111007302646	h_111007302	2013-11-20	6	4	2	30	0	0	36	12	24	0	1	0	0	0	0	12	23
hrm_111007302647	h_111007302	2013-12-09	8	2	6	8	0	0	8	1	7	0	0	0	0	0	0	1	7
hrm_111007302648	h_111007302	2014-01-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302649	h_111007302	2014-02-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302650	h_111007302	2014-03-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302651	h_111007302	2014-04-25	3	1	2	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_111007302652	h_111007302	2014-05-09	6	0	6	30	0	0	372	6	366	1	3	0	0	0	0	5	363
hrm_111007302653	h_111007302	2014-06-21	2	0	2	30	0	0	43	2	41	0	2	0	0	0	0	2	39
hrm_111007302654	h_111007302	2014-07-07	6	0	6	21	1	1	21	1	20	0	0	0	0	0	0	0	19
hrm_111007302655	h_111007302	2014-08-08	8	3	5	8	0	0	8	0	8	0	0	0	0	0	0	0	8
hrm_111007302656	h_111007302	2014-09-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302657	h_111007302	2014-10-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302658	h_111007302	2014-11-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302659	h_111007302	2014-12-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302660	h_111007302	2015-01-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302661	h_111007302	2015-02-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302662	h_111007302	2015-03-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302663	h_111007302	2015-04-24	5	1	4	5	0	0	5	0	5	0	0	0	0	0	0	0	5
hrm_111007302664	h_111007302	2015-06-03	0	0	0	50	0	0	50	0	50	0	0	0	0	0	0	0	50
hrm_111007302665	h_111007302	2015-07-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302666	h_111007302	2015-07-26	0	0	0	2	0	0	2	0	2	0	2	0	0	0	0	0	0
hrm_111007302667	h_111007302	2015-08-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302668	h_111007302	2015-09-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302669	h_111007302	2015-10-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302670	h_111007302	2015-12-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302671	h_111007302	2016-01-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302672	h_111007302	2016-01-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302673	h_111007302	2016-02-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302674	h_111007302	2016-03-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302675	h_111007302	2016-04-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302676	h_111007302	2016-06-01	2	0	2	3	0	0	3	0	3	0	1	0	0	0	0	0	2
hrm_111007302677	h_111007302	2016-06-29	2	0	2	3	0	0	3	0	2	0	0	1	0	0	0	0	2
hrm_111007302678	h_111007302	2016-07-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302679	h_111007302	2016-08-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302680	h_111007302	2016-09-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302681	h_111007302	2016-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302682	h_111007302	2016-11-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302683	h_111007302	2016-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302684	h_111007302	2017-01-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302685	h_111007302	2017-01-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302686	h_111007302	2017-02-28	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111007302687	h_111007302	2017-03-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111007302688	h_111007302	2017-05-06	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_111007302689	h_111007302	2017-06-10	2	1	1	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_111008001621	h_111008001	2011-10-24	1	0	1	2	0	1	2	0	2	0	0	0	0	0	0	0	1
hrm_111008001622	h_111008001	2011-11-12	2	0	2	13	0	1	13	0	13	0	0	0	0	0	0	0	12
hrm_111008001623	h_111008001	2011-12-13	1	0	1	5	0	0	5	0	4	0	0	1	0	0	0	0	4
hrm_111008001624	h_111008001	2012-01-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001625	h_111008001	2012-02-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001626	h_111008001	2012-03-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001627	h_111008001	2012-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001628	h_111008001	2012-05-09	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111008001629	h_111008001	2012-06-02	0	0	0	16	0	0	16	1	15	0	1	0	0	0	0	1	14
hrm_111008001630	h_111008001	2012-07-04	1	0	1	5	0	0	5	0	5	0	0	0	0	0	0	0	5
hrm_111008001631	h_111008001	2012-07-31	3	0	3	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_111008001632	h_111008001	2012-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001633	h_111008001	2012-10-18	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111008001634	h_111008001	2012-11-09	1	0	1	3	0	0	3	0	3	0	2	0	0	0	0	0	1
hrm_111008001635	h_111008001	2012-12-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_111008001636	h_111008001	2013-01-03	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_111008001637	h_111008001	2013-01-31	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0
hrm_101009801621	h_101009801	2011-10-09	14	5	9	19	0	0	19	3	15	0	1	1	0	0	0	3	14
hrm_101009801622	h_101009801	2011-10-31	0	0	0	50	0	0	62	0	62	0	3	0	1	0	0	0	59
hrm_101009801623	h_101009801	2011-11-26	23	2	21	24	0	0	24	0	24	0	1	0	0	0	0	0	23
hrm_101009801624	h_101009801	2012-01-15	30	9	21	35	0	0	35	11	24	1	4	0	2	0	0	10	20
hrm_101009801625	h_101009801	2012-02-07	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
hrm_101009801626	h_101009801	2012-03-27	4	0	4	4	0	0	4	0	4	0	0	0	0	0	0	0	4
hrm_101009801627	h_101009801	2012-03-29	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_101009801628	h_101009801	2012-05-08	5	4	5	6	0	0	6	0	6	0	1	0	0	0	0	0	5
hrm_101009801629	h_101009801	2012-06-08	0	0	0	12	0	0	12	0	12	0	1	0	0	0	0	0	11
hrm_101009801630	h_101009801	2012-06-30	0	0	0	29	0	0	29	0	29	0	2	0	1	0	0	0	27
hrm_101009801631	h_101009801	2012-08-02	5	0	5	5	0	0	5	0	5	0	0	0	0	0	0	0	5
hrm_101009801632	h_101009801	2012-09-01	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_101009801633	h_101009801	2012-10-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801634	h_101009801	2012-11-04	4	0	4	11	0	0	11	1	10	1	6	0	0	0	0	0	4
hrm_101009801635	h_101009801	2012-12-06	2	0	2	3	0	0	3	0	3	0	1	0	0	0	0	0	2
hrm_101009801636	h_101009801	2013-01-02	1	0	1	5	0	0	5	1	4	0	4	0	0	0	0	1	0
hrm_101009801637	h_101009801	2013-02-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801638	h_101009801	2013-02-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801639	h_101009801	2013-04-04	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_101009801640	h_101009801	2013-05-10	3	0	3	10	0	0	10	1	9	0	4	0	0	0	0	1	5
hrm_101009801641	h_101009801	2013-06-13	5	1	4	7	0	0	7	0	7	0	2	0	1	0	0	0	5
hrm_101009801642	h_101009801	2013-07-05	0	0	0	7	0	0	7	0	7	0	3	0	1	0	0	0	4
hrm_101009801643	h_101009801	2013-08-12	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_101009801644	h_101009801	2013-09-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801645	h_101009801	2013-10-19	2	0	2	2	0	0	2	1	1	0	0	0	0	0	0	1	1
hrm_101009801646	h_101009801	2013-11-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801647	h_101009801	2013-12-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_101009801648	h_101009801	2014-01-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
