Household_repeated_measure_Id	Household_Id	Collection date [EUPATH_0020003]	Anopheles dissected for parity count [EUPATH_0000194]	Anopheles nulliparous count [EUPATH_0000195]	Anopheles parous count [EUPATH_0000196]	Anopheles tested for sporozoites count [EUPATH_0000217]	Bloodfed Anopheles funestus count [EUPATH_0000192]	Bloodfed Anopheles gambiae count [EUPATH_0000193]	Female Anopheles count [EUPATH_0000135]	Female Anopheles funestus count [EUPATH_0000136]	Female Anopheles gambiae count [EUPATH_0000137]	Gravid Anopheles funestus count [EUPATH_0000197]	Gravid Anopheles gambiae count [EUPATH_0000198]	Other female Anopheles species count [EUPATH_0000200]	Sporozoite-pos Anopheles count [EUPATH_0000218]	Unable to assess Anopheles funestus count [EUPATH_0000202]	Unable to assess Anopheles gambiae count [EUPATH_0000203]	Unfed Anopheles funestus count [EUPATH_0000204]	Unfed Anopheles gambiae count [EUPATH_0000205]
hrm_318002001632	h_318002001	2012-09-23	2	0	2	8	0	1	8	0	7	0	2	1	0	0	1	0	3
hrm_318002001633	h_318002001	2012-10-21	1	0	1	7	0	1	7	0	7	0	2	0	0	0	3	0	1
hrm_318002001634	h_318002001	2012-11-22	3	3	0	12	0	0	12	0	11	0	4	1	0	0	4	0	3
hrm_318002001635	h_318002001	2012-12-16	10	5	5	15	0	2	15	0	12	0	0	3	1	0	2	0	8
hrm_318002001636	h_318002001	2013-01-29	1	0	1	4	0	1	4	0	4	0	1	0	0	0	1	0	1
hrm_318002001637	h_318002001	2013-02-17	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
hrm_318002001638	h_318002001	2013-03-20	1	0	1	3	0	0	3	0	3	0	1	0	0	0	1	0	1
hrm_318002001639	h_318002001	2013-04-14	2	0	2	16	0	2	19	0	16	0	6	3	0	0	6	0	2
hrm_318002001640	h_318002001	2013-05-09	25	13	12	11	0	0	34	0	34	0	0	0	0	0	3	0	31
hrm_216000453653	h_216000453	2014-06-21	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
hrm_216000453654	h_216000453	2014-07-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453655	h_216000453	2014-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453656	h_216000453	2014-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453657	h_216000453	2014-10-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453658	h_216000453	2014-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453659	h_216000453	2015-01-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453660	h_216000453	2015-01-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453661	h_216000453	2015-02-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453662	h_216000453	2015-03-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453663	h_216000453	2015-04-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453664	h_216000453	2015-05-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453665	h_216000453	2015-06-19	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_216000453666	h_216000453	2015-07-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453667	h_216000453	2015-08-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453668	h_216000453	2015-09-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453669	h_216000453	2015-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453670	h_216000453	2015-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453671	h_216000453	2015-12-15	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0
hrm_216000453672	h_216000453	2016-01-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453673	h_216000453	2016-02-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453674	h_216000453	2016-03-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453675	h_216000453	2016-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453676	h_216000453	2016-05-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216000453677	h_216000453	2016-06-30	1	0	1	2	0	1	2	0	2	0	1	0	0	0	0	0	0
hrm_216001607621	h_216001607	2011-10-07	2	1	1	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_216001607622	h_216001607	2011-10-27	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607623	h_216001607	2011-12-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607624	h_216001607	2012-01-09	2	0	2	4	0	0	4	0	3	0	1	1	0	0	0	0	2
hrm_216001607625	h_216001607	2012-02-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607626	h_216001607	2012-03-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607627	h_216001607	2012-04-30	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607628	h_216001607	2012-05-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607629	h_216001607	2012-06-17	1	1	0	2	0	0	2	0	2	0	0	0	0	0	1	0	1
hrm_216001607631	h_216001607	2012-08-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607632	h_216001607	2012-09-18	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607633	h_216001607	2012-10-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607634	h_216001607	2012-12-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607635	h_216001607	2013-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607636	h_216001607	2013-02-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607637	h_216001607	2013-03-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607638	h_216001607	2013-03-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607639	h_216001607	2013-04-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607640	h_216001607	2013-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607641	h_216001607	2013-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607642	h_216001607	2013-07-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607643	h_216001607	2013-08-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607644	h_216001607	2013-09-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607645	h_216001607	2013-10-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607646	h_216001607	2013-11-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607647	h_216001607	2013-12-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607648	h_216001607	2014-01-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607649	h_216001607	2014-02-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607650	h_216001607	2014-04-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607651	h_216001607	2014-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607652	h_216001607	2014-05-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607653	h_216001607	2014-06-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607654	h_216001607	2014-07-14	1	0	1	2	0	0	2	0	2	0	0	0	0	0	1	0	1
hrm_216001607655	h_216001607	2014-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607656	h_216001607	2014-09-14	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607657	h_216001607	2014-10-25	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607658	h_216001607	2014-11-10	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607659	h_216001607	2014-12-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607660	h_216001607	2015-01-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607661	h_216001607	2015-02-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607662	h_216001607	2015-03-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607663	h_216001607	2015-04-23	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607664	h_216001607	2015-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607665	h_216001607	2015-06-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607666	h_216001607	2015-07-26	4	1	3	4	0	0	4	0	4	0	0	0	0	0	0	0	4
hrm_216001607667	h_216001607	2015-08-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607668	h_216001607	2015-09-14	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001607669	h_216001607	2015-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607670	h_216001607	2015-11-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607671	h_216001607	2016-01-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607672	h_216001607	2016-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607673	h_216001607	2016-02-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607674	h_216001607	2016-03-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607675	h_216001607	2016-04-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607676	h_216001607	2016-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001607677	h_216001607	2016-06-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613621	h_216001613	2011-10-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613622	h_216001613	2011-11-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613623	h_216001613	2011-12-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613624	h_216001613	2012-01-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613625	h_216001613	2012-02-27	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613626	h_216001613	2012-04-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613627	h_216001613	2012-04-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613628	h_216001613	2012-05-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613629	h_216001613	2012-06-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613630	h_216001613	2012-07-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613631	h_216001613	2012-08-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613632	h_216001613	2012-09-24	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613633	h_216001613	2012-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613634	h_216001613	2012-11-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613635	h_216001613	2012-12-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613636	h_216001613	2013-01-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613637	h_216001613	2013-02-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613638	h_216001613	2013-03-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613639	h_216001613	2013-04-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613640	h_216001613	2013-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613641	h_216001613	2013-06-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613642	h_216001613	2013-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613643	h_216001613	2013-08-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613644	h_216001613	2013-09-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613645	h_216001613	2013-10-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613646	h_216001613	2013-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613647	h_216001613	2013-12-09	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613648	h_216001613	2014-01-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613649	h_216001613	2014-01-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613650	h_216001613	2014-03-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613651	h_216001613	2014-04-25	3	2	1	4	0	0	4	0	4	0	1	0	0	0	0	0	3
hrm_216001613652	h_216001613	2014-04-28	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
hrm_216001613653	h_216001613	2014-06-21	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613654	h_216001613	2014-07-21	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613655	h_216001613	2014-09-01	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
hrm_216001613656	h_216001613	2014-09-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613657	h_216001613	2014-10-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613658	h_216001613	2014-11-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613659	h_216001613	2014-12-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613660	h_216001613	2015-01-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613661	h_216001613	2015-02-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613662	h_216001613	2015-03-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613663	h_216001613	2015-04-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613664	h_216001613	2015-05-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613665	h_216001613	2015-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613666	h_216001613	2015-07-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613667	h_216001613	2015-08-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613668	h_216001613	2015-09-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613669	h_216001613	2015-10-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613670	h_216001613	2015-12-01	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001613671	h_216001613	2015-12-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613672	h_216001613	2016-02-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613673	h_216001613	2016-02-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613674	h_216001613	2016-03-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613675	h_216001613	2016-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613676	h_216001613	2016-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001613677	h_216001613	2016-06-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914621	h_216001914	2011-10-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914622	h_216001914	2011-11-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914623	h_216001914	2011-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914624	h_216001914	2012-02-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914625	h_216001914	2012-03-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914626	h_216001914	2012-03-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914627	h_216001914	2012-04-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914628	h_216001914	2012-05-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914629	h_216001914	2012-06-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914630	h_216001914	2012-07-28	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001914631	h_216001914	2012-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914632	h_216001914	2012-09-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914633	h_216001914	2012-10-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914634	h_216001914	2012-11-15	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001914635	h_216001914	2012-12-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914636	h_216001914	2013-01-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914637	h_216001914	2013-02-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914638	h_216001914	2013-03-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914639	h_216001914	2013-04-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914640	h_216001914	2013-05-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914641	h_216001914	2013-06-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914642	h_216001914	2013-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914643	h_216001914	2013-08-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914644	h_216001914	2013-09-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914645	h_216001914	2013-10-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914646	h_216001914	2013-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914647	h_216001914	2013-12-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914648	h_216001914	2014-01-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914649	h_216001914	2014-02-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914650	h_216001914	2014-02-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914651	h_216001914	2014-04-17	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
hrm_216001914652	h_216001914	2014-05-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914653	h_216001914	2014-06-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914654	h_216001914	2014-07-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914655	h_216001914	2014-08-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914656	h_216001914	2014-09-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914657	h_216001914	2014-10-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914658	h_216001914	2014-12-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914659	h_216001914	2014-12-23	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0
hrm_216001914660	h_216001914	2015-01-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914661	h_216001914	2015-02-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914662	h_216001914	2015-03-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914663	h_216001914	2015-04-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914664	h_216001914	2015-05-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914665	h_216001914	2015-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914666	h_216001914	2015-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914667	h_216001914	2015-08-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914668	h_216001914	2015-09-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914669	h_216001914	2015-10-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914670	h_216001914	2015-11-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914671	h_216001914	2015-12-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914672	h_216001914	2016-01-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914673	h_216001914	2016-02-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914674	h_216001914	2016-03-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914675	h_216001914	2016-04-19	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001914676	h_216001914	2016-05-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001914677	h_216001914	2016-06-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964621	h_216001964	2011-10-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964622	h_216001964	2011-10-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964623	h_216001964	2011-11-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964624	h_216001964	2012-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964625	h_216001964	2012-02-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964626	h_216001964	2012-03-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964627	h_216001964	2012-04-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964628	h_216001964	2012-05-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964629	h_216001964	2012-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964630	h_216001964	2012-07-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964631	h_216001964	2012-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964632	h_216001964	2012-09-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964633	h_216001964	2012-11-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964634	h_216001964	2012-11-19	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001964635	h_216001964	2012-12-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964636	h_216001964	2013-01-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964637	h_216001964	2013-03-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964638	h_216001964	2013-03-24	2	1	1	2	0	0	2	0	1	0	0	1	0	0	0	0	1
hrm_216001964639	h_216001964	2013-04-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964640	h_216001964	2013-05-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964641	h_216001964	2013-06-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964642	h_216001964	2013-07-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964643	h_216001964	2013-08-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964644	h_216001964	2013-09-08	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
hrm_216001964645	h_216001964	2013-10-01	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001964646	h_216001964	2013-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964647	h_216001964	2013-12-14	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_216001964648	h_216001964	2014-01-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_216001964649	h_216001964	2014-02-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304621	h_217000304	2011-11-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304622	h_217000304	2011-11-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304623	h_217000304	2011-12-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304624	h_217000304	2012-02-07	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	2
hrm_217000304625	h_217000304	2012-03-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304626	h_217000304	2012-03-22	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
hrm_217000304627	h_217000304	2012-04-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hrm_217000304628	h_217000304	2012-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
